Index	Sample Name	Sample Type	Component Name	Component Type	Component Group Name	Actual Concentration	Expected RT	Area	Retention Time	Retention Time Delta (min)	Used	Calculated Concentration	Adduct / Charge	Accuracy	Formula	Precursor Mass	Accuracy Acceptance	Concentration Acceptance	Reportable
84	2021_10_08_BG54	Unknown	5FU	Quantifiers	Group 1	N/A	0.438	135702.505724902	0.476572439604161	0.0385724396041613	True	7.03657427696723		N/A		131	Pass	Pass	True
85	2021_10_08_BG55	Unknown	5FU	Quantifiers	Group 1	N/A	0.438	9732.79041354382	0.481367005721453	0.0433670057214528	True	< 0		N/A		131	Pass	Pass	True
86	2021_10_08_BG56	Unknown	5FU	Quantifiers	Group 1	N/A	0.438	58583.7308853993	0.393713914829717	0.0442860851702827	True	2.06740009790199		N/A		131	Pass	Pass	True
87	2021_10_08_BG57	Unknown	5FU	Quantifiers	Group 1	N/A	0.438	143143.131609235	0.472120867841903	0.0341208678419033	True	7.51601350687537		N/A		131	Pass	Pass	True
88	2021_10_08_BG58	Unknown	5FU	Quantifiers	Group 1	N/A	0.438	3596.21578530184	0.483594612179154	0.0455946121791543	True	< 0		N/A		131	Pass	Pass	True
89	2021_10_08_BG59	Unknown	5FU	Quantifiers	Group 1	N/A	0.438	69667.5525799877	0.476555591169431	0.038555591169431	True	2.78158987444781		N/A		131	Pass	Pass	True
90	2021_10_08_BG60	Unknown	5FU	Quantifiers	Group 1	N/A	0.438	139585.072689002	0.479361640703831	0.0413616407038309	True	7.28674878436374		N/A		131	Pass	Pass	True
91	2021_10_08_BG61	Unknown	5FU	Quantifiers	Group 1	N/A	0.438	5098.48157804558	0.385083501634426	0.0529164983655744	True	< 0		N/A		131	Pass	Pass	True
92	2021_10_08_BG62	Unknown	5FU	Quantifiers	Group 1	N/A	0.438	3837.74145122545	0.388653540595796	0.049346459404204	True	< 0		N/A		131	Pass	Pass	True
93	2021_10_08_BG63	Unknown	5FU	Quantifiers	Group 1	N/A	0.438	4338.33327553008	0.400859884719902	0.0371401152800979	True	< 0		N/A		131	Pass	Pass	True
