Index	Sample Name	Sample Type	Component Name	Component Type	Component Group Name	Actual Concentration	Expected RT	Area	Retention Time	Retention Time Delta (min)	Used	Calculated Concentration	Adduct / Charge	Accuracy	Formula	Precursor Mass	Accuracy Acceptance	Concentration Acceptance	Reportable
16	2021_10_08_625_CAP_1	Standard	CAP	Quantifiers	Group 1	625	4.245	475197060.501795	4.21104988771054	0.0339501122894577	False	no root		N/A		360.1	Fail	Pass	True
17	2021_10_08_1250_CAP	Standard	CAP	Quantifiers	Group 1	1250	4.245	287895362.266342	4.25421543339927	0.00921543339927311	False	107.639652860898		8.61117222887184		360.1	Fail	Pass	True
18	2021_10_08_1250_CAP_1	Standard	CAP	Quantifiers	Group 1	1250	4.245	281254261.470836	4.26109780252535	0.016097802525354	False	104.288185423747		8.34305483389974		360.1	Fail	Pass	True
19	2021_10_08_BG01	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	46106.0462791665	4.22764198792026	0.0173580120797396	True	< 0		N/A		360.1	Pass	Pass	True
20	2021_10_08_BG02	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	214746.207736754	4.23268622038369	0.0123137796163073	True	< 0		N/A		360.1	Pass	Pass	True
21	2021_10_08_BG03	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	2288403.46376804	4.22558354631456	0.0194164536854444	True	< 0		N/A		360.1	Pass	Pass	True
22	2021_10_08_BG04	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	990672.643608051	4.23191729645193	0.0130827035480712	True	< 0		N/A		360.1	Pass	Pass	True
23	2021_10_08_BG05	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	738573.390038412	4.23678840289031	0.00821159710969166	True	< 0		N/A		360.1	Pass	Pass	True
24	2021_10_08_BG06	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	384660.381476714	4.22918834183666	0.015811658163341	True	< 0		N/A		360.1	Pass	Pass	True
25	2021_10_08_BG07	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	232988.56828141	4.22069233836413	0.0243076616358726	True	< 0		N/A		360.1	Pass	Pass	True
26	2021_10_08_BG08	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	233894.855144386	4.23152362561796	0.013476374382039	True	< 0		N/A		360.1	Pass	Pass	True
27	2021_10_08_BG09	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	2645799.64159774	4.23660549202454	0.00839450797546082	True	< 0		N/A		360.1	Pass	Pass	True
28	2021_10_08_BG10	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	173049.408311712	4.22013573396723	0.0248642660327736	True	< 0		N/A		360.1	Pass	Pass	True
29	2021_10_08_BG11	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	134754.726802946	4.21897175971113	0.0260282402888725	True	< 0		N/A		360.1	Pass	Pass	True
30	2021_10_08_BG12	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	598029.736008022	4.2368870562042	0.00811294379579852	True	< 0		N/A		360.1	Pass	Pass	True
31	2021_10_08_BG13	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	721486.666827191	4.23525450379262	0.00974549620737797	True	< 0		N/A		360.1	Pass	Pass	True
32	2021_10_08_BG14	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	119754.551081289	4.23332473530167	0.0116752646983347	True	< 0		N/A		360.1	Pass	Pass	True
33	2021_10_08_BG15	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	137608.869937717	4.23792540195287	0.00707459804712762	True	< 0		N/A		360.1	Pass	Pass	True
34	2021_10_08_BG16	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	1318697.99652564	4.23158762442393	0.0134123755760687	True	< 0		N/A		360.1	Pass	Pass	True
35	2021_10_08_BG17	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	91129.143587878	4.22524257856221	0.0197574214377916	True	< 0		N/A		360.1	Pass	Pass	True
36	2021_10_08_BG18	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	707346.28852283	4.21793778950408	0.0270622104959228	True	< 0		N/A		360.1	Pass	Pass	True
37	2021_10_08_BG19	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	221548.051452794	4.22825739385961	0.0167426061403901	True	< 0		N/A		360.1	Pass	Pass	True
38	2021_10_08_BG20	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	178938.317626016	4.23119573050812	0.0138042694918834	True	< 0		N/A		360.1	Pass	Pass	True
39	2021_10_08_BG21	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	149725.38383605	4.23846141240103	0.0065385875989703	True	< 0		N/A		360.1	Pass	Pass	True
40	2021_10_08_BG22	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	326510466.953946	4.25533455799071	0.0103345579907126	True	128.719400050842		N/A		360.1	Pass	Pass	True
41	2021_10_08_BG23	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	311531953.63047	4.24948147601902	0.0044814760190155	True	120.184605835773		N/A		360.1	Pass	Pass	True
42	2021_10_08_BG24	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	282159888.210871	4.2153740873655	0.029625912634498	True	104.741155184927		N/A		360.1	Pass	Pass	True
43	2021_10_08_BG25	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	322633295.327771	4.26690127331392	0.0219012733139188	True	126.460686820402		N/A		360.1	Pass	Pass	True
44	2021_10_08_BG26	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	300199906.389308	4.24752486292403	0.00252486292403198	True	114.042314502102		N/A		360.1	Pass	Pass	True
45	2021_10_08_BG27	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	281078649.834747	4.24191162845705	0.00308837154294661	True	104.200494575329		N/A		360.1	Pass	Pass	True
46	2021_10_08_BG28	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	302743218.653717	4.24741804002925	0.0024180400292515	True	115.399296437234		N/A		360.1	Pass	Pass	True
47	2021_10_08_BG29	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	325650362.853813	4.24753906369621	0.00253906369620527	True	128.215173833093		N/A		360.1	Pass	Pass	True
48	2021_10_08_BG30	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	448377556.174253	4.22693142267755	0.0180685773224454	True	no root		N/A		360.1	Pass	Pass	True
49	2021_10_08_BG31	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	288275593.972096	4.25496276137678	0.00996276137677743	True	107.83366578409		N/A		360.1	Pass	Pass	True
50	2021_10_08_BG32	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	296402189.384092	4.26337493945063	0.0183749394506298	True	112.038069088374		N/A		360.1	Pass	Pass	True
51	2021_10_08_BG33	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	262747716.558829	4.2561789423291	0.011178942329102	True	95.2922153819882		N/A		360.1	Pass	Pass	True
52	2021_10_08_BG34	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	292296666.482215	4.25826357365798	0.0132635736579827	True	109.900017023798		N/A		360.1	Pass	Pass	True
53	2021_10_08_BG35	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	547935856.675755	4.24112082364055	0.00387917635944834	True	no root		N/A		360.1	Pass	Pass	True
54	2021_10_08_BG36	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	268879051.995556	4.25971557460777	0.0147155746077736	True	98.219725285273		N/A		360.1	Pass	Pass	True
55	2021_10_08_BG37	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	302017780.153095	4.2630776329405	0.0180776329405017	True	115.011009776714		N/A		360.1	Pass	Pass	True
56	2021_10_08_BG38	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	294618567.040283	4.26230668716151	0.017306687161514	True	111.105616851624		N/A		360.1	Pass	Pass	True
57	2021_10_08_BG39	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	277780759.534991	4.2471299390045	0.00212993900450265	True	102.562358213969		N/A		360.1	Pass	Pass	True
58	2021_10_08_BG40	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	288365333.843295	4.26069861389243	0.0156986138924333	True	107.879489840882		N/A		360.1	Pass	Pass	True
59	2021_10_08_BG41	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	550506907.663178	4.24938892887619	0.0043889288761898	True	no root		N/A		360.1	Pass	Pass	True
60	2021_10_08_BG42	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	361263240.545546	4.23811708474349	0.00688291525650797	True	150.90017291332		N/A		360.1	Pass	Pass	True
61	2021_10_08_BG43	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	20151314.6567816	4.22887568046359	0.0161243195364129	True	4.40482633988961		N/A		360.1	Pass	Pass	True
62	2021_10_08_BG44	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	271207873.7971	4.25120263271421	0.00620263271421262	True	99.3450023542318		N/A		360.1	Pass	Pass	True
63	2021_10_08_BG46	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	247864446.319012	4.22377546909001	0.0212245309099943	True	88.384690688135		N/A		360.1	Pass	Pass	True
64	2021_10_08_BG48	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	330462161.700012	4.23324689781425	0.0117531021857538	True	131.059952376781		N/A		360.1	Pass	Pass	True
65	2021_10_08_BG50	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	450475207.232315	4.23112166684284	0.0138783331571588	True	no root		N/A		360.1	Pass	Pass	True
66	2021_10_08_BG52	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	275626758.588467	4.26091747876314	0.0159174787631438	True	101.501135805547		N/A		360.1	Pass	Pass	True
67	2021_10_08_BG54	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	336511871.729198	4.22732457592483	0.0176754240751693	True	134.722945255058		N/A		360.1	Pass	Pass	True
68	2021_10_08_BG56	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	450638604.217485	4.22785833365127	0.017141666348734	True	no root		N/A		360.1	Pass	Pass	True
69	2021_10_08_BG58	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	415671463.198387	4.2323818134239	0.0126181865761046	True	198.713077446608		N/A		360.1	Pass	Pass	True
70	2021_10_08_BG60	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	366457880.461627	4.22859515225885	0.0164048477411498	True	154.588779251526		N/A		360.1	Pass	Pass	True
71	2021_10_08_BG62	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	286222734.597712	4.25612816766221	0.0111281676622061	True	106.788974300608		N/A		360.1	Pass	Pass	True
72	2021_10_08_BG63	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	289335442.769339	4.26311196551673	0.0181119655167254	True	108.375700076902		N/A		360.1	Pass	Pass	True
73	2021_10_08_BG61	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	274124478.338922	4.25042749751017	0.00542749751017357	True	100.764993924962		N/A		360.1	Pass	Pass	True
74	2021_10_08_BG59	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	449913582.645089	4.22139262809643	0.023607371903573	True	no root		N/A		360.1	Pass	Pass	True
75	2021_10_08_BG57	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	337747558.660337	4.22190143423499	0.0230985657650065	True	135.483615352757		N/A		360.1	Pass	Pass	True
76	2021_10_08_BG55	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	276426004.176797	4.25012931799808	0.0051293179980787	True	101.894111408342		N/A		360.1	Pass	Pass	True
77	2021_10_08_BG53	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	462462465.077065	4.22364007198749	0.0213599280125081	True	no root		N/A		360.1	Pass	Pass	True
78	2021_10_08_BG51	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	367737723.861348	4.22328060636224	0.0217193936377589	True	155.516194857323		N/A		360.1	Pass	Pass	True
79	2021_10_08_BG49	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	277970461.127085	4.25527202352157	0.0102720235215683	True	102.656146445839		N/A		360.1	Pass	Pass	True
80	2021_10_08_BG47	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	228479606.085974	4.26098148559069	0.0159814855906948	True	79.7682959443471		N/A		360.1	Pass	Pass	True
81	2021_10_08_BG45	Unknown	CAP	Quantifiers	Group 1	N/A	4.245	287370753.108102	4.26726021049056	0.0222602104905558	True	107.372356954555		N/A		360.1	Pass	Pass	True
