Index	Sample Name	Sample Type	Component Name	Component Type	Component Group Name	Actual Concentration	Expected RT	Area	Retention Time	Retention Time Delta (min)	Used	Calculated Concentration	Adduct / Charge	Accuracy	Formula	Precursor Mass	Accuracy Acceptance	Concentration Acceptance	Reportable
27	2021_10_08_1250_DHFU_2	Standard	DHFU	Quantifiers	Group 1	1250	0.426	53364631.4529179	0.435805131188172	0.00980513118817189	True	no root		N/A		133	Fail	Pass	True
28	2021_10_08_BG01	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	16343091.1905661	0.389031990244643	0.036968009755357	True	203.06596305377		N/A		133	Pass	Pass	True
29	2021_10_08_BG02	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	1122209.72641599	0.440395723156924	0.0143957231569243	True	7.46495571395913		N/A		133	Pass	Pass	True
30	2021_10_08_BG03	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	1206575.02244062	0.433083939634909	0.007083939634909	True	8.45535465720851		N/A		133	Pass	Pass	True
31	2021_10_08_BG04	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	985198.278469502	0.44648493152601	0.0204849315260103	True	5.85837609752158		N/A		133	Pass	Pass	True
32	2021_10_08_BG05	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	1324917.42156278	0.441040147190813	0.0150401471908131	True	9.84609647925084		N/A		133	Pass	Pass	True
33	2021_10_08_BG06	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	1271671.19693214	0.432670256327083	0.00667025632708268	True	9.22014199695452		N/A		133	Pass	Pass	True
34	2021_10_08_BG07	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	1019358.67686465	0.430687796196	0.00468779619600035	True	6.25872242308053		N/A		133	Pass	Pass	True
35	2021_10_08_BG08	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	992993.575457958	0.437841209303591	0.0118412093035913	True	5.94972136503851		N/A		133	Pass	Pass	True
36	2021_10_08_BG09	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	1169344.09035865	0.440309832316229	0.0143098323162288	True	8.01817793505079		N/A		133	Pass	Pass	True
37	2021_10_08_BG10	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	147907.924162827	0.408359569080886	0.0176404309191137	True	< 0		N/A		133	Pass	Pass	True
38	2021_10_08_BG11	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	152630.797251165	0.411563930830949	0.0144360691690509	True	< 0		N/A		133	Pass	Pass	True
39	2021_10_08_BG12	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	164519.793247419	0.422973100078511	0.00302689992148941	True	< 0		N/A		133	Pass	Pass	True
40	2021_10_08_BG13	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	169533.744173175	0.424822716637878	0.00117728336212242	True	< 0		N/A		133	Pass	Pass	True
41	2021_10_08_BG14	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	153936.963167863	0.4231000763587	0.0028999236413001	True	< 0		N/A		133	Pass	Pass	True
42	2021_10_08_BG15	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	159257.485233707	0.428934317227049	0.00293431722704868	True	< 0		N/A		133	Pass	Pass	True
43	2021_10_08_BG16	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	152965.395379477	0.410643079508883	0.0153569204911166	True	< 0		N/A		133	Pass	Pass	True
44	2021_10_08_BG17	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	154121.312550319	0.418021257635417	0.00797874236458346	True	< 0		N/A		133	Pass	Pass	True
45	2021_10_08_BG18	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	167531.940815021	0.405242607256193	0.0207573927438073	True	< 0		N/A		133	Pass	Pass	True
46	2021_10_08_BG19	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	147673.891569486	0.41732896485563	0.0086710351443699	True	< 0		N/A		133	Pass	Pass	True
47	2021_10_08_BG20	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	157710.377851899	0.427930766732905	0.00193076673290493	True	< 0		N/A		133	Pass	Pass	True
48	2021_10_08_BG21	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	165245.50786631	0.423291348194106	0.00270865180589364	True	< 0		N/A		133	Pass	Pass	True
49	2021_10_08_BG22	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	1061989.63235586	0.43907138553075	0.01307138553075	True	6.75853992867579		N/A		133	Pass	Pass	True
50	2021_10_08_BG23	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	1267163.51558612	0.432344043597104	0.00634404359710439	True	9.16716638994096		N/A		133	Pass	Pass	True
51	2021_10_08_BG24	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	992958.881578719	0.448375041665445	0.0223750416654449	True	5.9493148058615		N/A		133	Pass	Pass	True
52	2021_10_08_BG25	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	159763.222489257	0.419121470044769	0.00687852995523064	True	< 0		N/A		133	Pass	Pass	True
53	2021_10_08_BG26	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	175773.517997034	0.410464794233143	0.0155352057668575	True	< 0		N/A		133	Pass	Pass	True
54	2021_10_08_BG27	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	180317.283160862	0.408773233988018	0.0172267660119819	True	< 0		N/A		133	Pass	Pass	True
55	2021_10_08_BG28	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	162364.954711251	0.408863587081502	0.017136412918498	True	< 0		N/A		133	Pass	Pass	True
56	2021_10_08_BG29	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	146049.95794649	0.399089072877125	0.0269109271228751	True	< 0		N/A		133	Pass	Pass	True
57	2021_10_08_BG30	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	141997.752517465	0.404267426754577	0.0217325732454226	True	< 0		N/A		133	Pass	Pass	True
58	2021_10_08_BG31	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	1798219.72683019	0.370540617101187	0.0554593828988132	True	15.4255743534405		N/A		133	Pass	Pass	True
59	2021_10_08_BG32	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	154638.492533797	0.423826178814657	0.00217382118534276	True	< 0		N/A		133	Pass	Pass	True
60	2021_10_08_BG33	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	153270.768751109	0.424306669422025	0.00169333057797549	True	< 0		N/A		133	Pass	Pass	True
61	2021_10_08_BG34	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	138063.028509781	0.414422015347191	0.0115779846528092	True	< 0		N/A		133	Pass	Pass	True
62	2021_10_08_BG35	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	168676.199397563	0.424440652949474	0.00155934705052618	True	< 0		N/A		133	Pass	Pass	True
63	2021_10_08_BG36	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	171608.927860204	0.422865441764382	0.00313455823561848	True	< 0		N/A		133	Pass	Pass	True
64	2021_10_08_BG37	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	149935.886602449	0.425503071734413	0.000496928265587115	True	< 0		N/A		133	Pass	Pass	True
65	2021_10_08_BG38	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	161246.99235695	0.422667193858188	0.00333280614181203	True	< 0		N/A		133	Pass	Pass	True
66	2021_10_08_BG39	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	167430.827772346	0.415061095661962	0.0109389043380381	True	< 0		N/A		133	Pass	Pass	True
67	2021_10_08_BG40	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	151462.774242933	0.417488877685718	0.00851112231428236	True	< 0		N/A		133	Pass	Pass	True
68	2021_10_08_BG41	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	163324.245815636	0.427399163521722	0.00139916352172204	True	< 0		N/A		133	Pass	Pass	True
69	2021_10_08_BG42	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	63234.529830353	0.456780443088379	0.0307804430883787	True	< 0		N/A		133	Pass	Pass	True
70	2021_10_08_BG43	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	371479.351394914	0.366945732840742	0.0590542671592579	True	< 0		N/A		133	Pass	Pass	True
71	2021_10_08_BG44	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	144299.336375398	0.416214727911678	0.00978527208832158	True	< 0		N/A		133	Pass	Pass	True
72	2021_10_08_BG45	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	169494.588595607	0.424460416722668	0.00153958327733178	True	< 0		N/A		133	Pass	Pass	True
73	2021_10_08_BG46	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	192014.938649077	0.427817908126213	0.00181790812621291	True	< 0		N/A		133	Pass	Pass	True
74	2021_10_08_BG47	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	65005.984217021	0.463892779471094	0.0378927794710939	True	< 0		N/A		133	Pass	Pass	True
75	2021_10_08_BG48	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	61229.5512018788	0.450137115290452	0.0241371152904525	True	< 0		N/A		133	Pass	Pass	True
76	2021_10_08_BG49	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	203208.551787107	0.417099806656677	0.00890019334332331	True	< 0		N/A		133	Pass	Pass	True
77	2021_10_08_BG50	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	65314.9121954699	0.437383333333333	0.0113833333333334	True	< 0		N/A		133	Pass	Pass	True
78	2021_10_08_BG51	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	1797726.3777321	0.378335283857076	0.0476647161429244	True	15.4197440541788		N/A		133	Pass	Pass	True
79	2021_10_08_BG52	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	205420.06547585	0.42418575956247	0.00181424043753031	True	< 0		N/A		133	Pass	Pass	True
80	2021_10_08_BG53	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	356205.502417379	0.405155639045578	0.0208443609544225	True	< 0		N/A		133	Pass	Pass	True
81	2021_10_08_BG54	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	34790.2465367121	0.456814181604769	0.0308141816047688	True	< 0		N/A		133	Pass	Pass	True
82	2021_10_08_BG55	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	189079.789514749	0.415616804716589	0.0103831952834111	True	< 0		N/A		133	Pass	Pass	True
83	2021_10_08_BG56	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	60730.4535514473	0.450742495463531	0.0247424954635315	True	< 0		N/A		133	Pass	Pass	True
84	2021_10_08_BG57	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	58069.3765876172	0.435791818108189	0.00979181810818935	True	< 0		N/A		133	Pass	Pass	True
85	2021_10_08_BG58	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	117424.301028637	0.402986801522316	0.023013198477684	True	< 0		N/A		133	Pass	Pass	True
86	2021_10_08_BG59	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	27005.5356898425	0.462986168574171	0.0369861685741706	True	< 0		N/A		133	Pass	Pass	True
87	2021_10_08_BG60	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	2267220.65443558	0.371826252903713	0.0541737470962873	True	20.9819583536154		N/A		133	Pass	Pass	True
88	2021_10_08_BG61	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	793368.129889441	0.435016368314844	0.00901636831484443	True	3.61283876989886		N/A		133	Pass	Pass	True
89	2021_10_08_BG62	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	999062.368317586	0.438162456642218	0.0121624566422176	True	6.02084058764542		N/A		133	Pass	Pass	True
90	2021_10_08_BG63	Unknown	DHFU	Quantifiers	Group 1	N/A	0.426	1074771.41617607	0.447755359072867	0.0217553590728667	True	6.90844044146303		N/A		133	Pass	Pass	True
